0.003272291,-0.133441315,0.168933337,0.032500804,0.01073,0.088314332,0.038119606,0.0369674,0.044872021,0.115915801,0.018193819,0.031352974
0.001664227,-0.053885246,0.036770419,-0.030045057,-0.084344978,-0.053562819,-0.029305733,-0.019844952,-0.049449093,0.025929448,-0.017789587,-0.00361677
0.003149438,-0.183370676,-0.040069101,-0.045746457,-0.135011021,-0.010852617,-0.043178048,0.001340073,-0.066924049,-0.055055414,-0.09048922,-0.052797562
0.002687242,-0.022414172,0.039895042,0.01153061,-0.017925624,-0.012485564,0.012810818,0.056164085,0.036347753,0.043394427,-0.020002351,0.005943868
0.003661837,0.043824906,0.02236109,0.012397152,0.071917373,0.008486898,0.016502547,-0.045987935,-0.052284375,0.023934669,0.034224538,-0.011228842
0.003496457,-0.113826915,0.05226663,-0.0267908,-0.059213024,0.012568366,-0.03010421,-0.022290557,0.003475434,0.032859765,-0.027564044,-0.033956754
0.00421538,0.116839376,-0.038135953,0.03148986,0.021177569,-0.016637519,0.034648401,0.066181356,0.053766713,-0.021312763,0.062178306,0.01642985
0.004466599,0.057504155,0.007337327,0.037598743,0.081458974,0.035624351,0.04053275,0.019264594,0.057261931,0.017525082,0.124112973,0.055722702
0.003251799,0.010248392,-0.028149075,-0.026919599,0.020341267,-0.006739968,-0.018438054,-0.045083972,-0.046146714,-0.024884589,0.01136464,-0.003348287
0.005252402,-0.040192784,0.028465375,0.02087791,-0.028980154,0.009952875,0.0210344,0.037664703,0.058195888,0.02544573,-0.018038352,-0.003946639
0.003612796,-0.130425192,-0.049740052,-0.039504605,0.004357449,-0.025686086,-0.035181106,-0.038669866,-0.043395142,-0.055653514,-0.051994315,-0.04038684
0.004883587,-0.124021876,0.012085065,0.012299147,-0.062805592,0.025103789,0.01504526,0.005135154,0.001182158,0.006886818,-0.080316358,0.026867166
0.006484085,-0.137849488,-0.065336051,0.024277658,-0.045876503,-0.012544083,0.023269364,-0.004072944,-0.01515388,-0.062995209,-0.106392049,-0.012616864
